date,n_pixels,n_above_18C,n_above_19C,n_above_20C,n_above_21C,n_above_22C,n_above_23C,n_above_24C,n_above_25C,n_above_26C,n_above_27C,n_above_28C,n_above_29C,n_above_30C,n_above_31C,n_above_32C,n_above_33C,n_above_34C,n_above_35C
1982-01-01,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-02,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-03,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-04,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-05,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-06,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-07,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-08,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-09,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-10,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-11,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-12,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-13,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-14,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-15,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-16,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-17,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-18,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-19,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-20,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-21,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-22,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-23,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-24,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-25,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-26,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-27,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-28,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-29,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-30,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-31,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-01,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-02,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-03,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-04,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-05,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-06,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-07,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-08,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-09,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-10,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-11,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-12,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-13,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-14,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-15,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-16,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-17,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-18,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-19,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-20,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-21,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-22,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-23,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-24,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-25,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-26,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-27,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-02-28,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-01,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-02,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-03,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-04,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-05,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-06,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-07,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-08,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-09,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-10,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-11,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-12,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-13,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-14,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-15,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-16,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-17,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-18,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-19,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-20,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-21,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-22,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-23,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-24,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-25,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-26,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-27,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-28,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-29,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-30,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-03-31,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-01,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-02,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-03,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-04,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-05,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-06,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-07,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-08,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-09,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-10,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-11,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-12,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-13,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-14,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-15,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-16,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-17,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-18,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-19,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-20,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-21,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-22,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-23,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-24,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-25,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-26,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-27,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-28,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-29,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-04-30,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-01,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-02,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-03,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-04,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-05,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-06,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-07,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-08,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-09,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-10,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-11,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-12,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-13,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-14,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-15,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-16,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-17,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-18,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-19,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-20,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-21,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-22,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-23,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-24,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-25,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-26,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-27,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-28,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-29,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-30,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-05-31,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-01,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-02,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-03,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-04,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-05,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-06,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-07,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-08,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-09,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-10,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-11,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-12,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-13,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-14,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-15,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-16,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-17,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-18,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-19,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-20,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-21,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-22,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-23,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-24,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-25,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-26,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-27,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-28,204666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-29,204666,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-06-30,204666,209,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-01,204666,276,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-02,204666,332,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-03,204666,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-04,204666,325,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-05,204666,363,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-06,204666,484,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-07,204666,448,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-08,204666,516,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-09,204666,1305,335,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-10,204666,1868,443,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-11,204666,2372,609,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-12,204666,3893,1787,867,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-13,204666,4858,2872,1665,591,237,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-14,204666,7058,4883,2391,874,326,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-15,204666,8492,5843,3130,1069,396,21,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-16,204666,8770,5868,3178,1109,447,29,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-17,204666,8858,5773,3149,1060,447,29,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-18,204666,8953,4964,2478,667,51,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-19,204666,7761,4225,1368,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-20,204666,7754,3985,1193,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-21,204666,8154,4191,1222,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-22,204666,8222,4484,1201,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-23,204666,7524,4646,1926,670,43,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-24,204666,7080,4571,1946,671,84,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-25,204666,7700,5181,2255,855,103,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-26,204666,8283,5363,2371,945,141,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-27,204666,8511,5161,2191,742,62,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-28,204666,9454,5504,2395,757,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-29,204666,8988,5467,1880,485,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-30,204666,8842,5292,1913,520,34,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-07-31,204666,8813,4988,1760,563,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-01,204666,9721,6054,2621,1167,152,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-02,204666,9586,5864,2760,1733,194,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-03,204666,9771,5941,2899,1767,225,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-04,204666,10362,6239,3026,1803,188,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-05,204666,11775,7298,3521,1841,154,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-06,204666,11621,7625,3667,1572,63,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-07,204666,11791,7766,4143,1775,263,15,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-08,204666,11684,7566,4051,1627,255,42,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-09,204666,12369,7587,4771,1538,222,47,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-10,204666,12197,7718,5003,1979,486,106,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-11,204666,12389,8368,5694,2753,663,211,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-12,204666,13372,8916,5943,2833,665,219,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-13,204666,13813,9379,6233,3658,1094,306,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-14,204666,14485,10227,6836,4387,1875,758,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-15,204666,15757,10891,7173,4551,1983,815,6,0,0,0,0,0,0,0,0,0,0,0
1982-08-16,204666,16291,11180,7271,4630,2180,858,23,0,0,0,0,0,0,0,0,0,0,0
1982-08-17,204666,15944,11098,7309,4687,2326,767,29,0,0,0,0,0,0,0,0,0,0,0
1982-08-18,204666,16094,10891,7155,4307,2054,223,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-19,204666,16080,11043,7360,4417,2067,209,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-20,204666,16714,11405,7706,4509,1952,182,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-21,204666,16784,11657,7887,5019,2293,385,10,0,0,0,0,0,0,0,0,0,0,0
1982-08-22,204666,17456,12166,8393,5148,2246,416,14,0,0,0,0,0,0,0,0,0,0,0
1982-08-23,204666,17349,12521,8692,5148,2131,411,11,0,0,0,0,0,0,0,0,0,0,0
1982-08-24,204666,16732,12357,9277,5708,1990,313,91,0,0,0,0,0,0,0,0,0,0,0
1982-08-25,204666,16926,12315,9294,6173,2395,423,100,0,0,0,0,0,0,0,0,0,0,0
1982-08-26,204666,14636,10873,8389,5988,2877,481,116,0,0,0,0,0,0,0,0,0,0,0
1982-08-27,204666,14053,10483,8452,6021,2577,509,119,0,0,0,0,0,0,0,0,0,0,0
1982-08-28,204666,14109,10511,8458,6133,2287,446,98,0,0,0,0,0,0,0,0,0,0,0
1982-08-29,204666,13833,10273,8422,5865,1968,269,52,0,0,0,0,0,0,0,0,0,0,0
1982-08-30,204666,13638,10633,8494,5761,1794,101,0,0,0,0,0,0,0,0,0,0,0,0
1982-08-31,204666,13606,10771,8474,5686,1773,99,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-01,204666,14229,11173,8822,6069,2223,245,2,0,0,0,0,0,0,0,0,0,0,0
1982-09-02,204666,14225,11493,9163,6552,2454,374,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-03,204666,14849,11749,9368,7038,3406,440,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-04,204666,15116,12190,9842,7482,3686,650,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-05,204666,15935,12384,10003,7595,3763,800,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-06,204666,16395,12619,10113,7800,3794,1092,40,0,0,0,0,0,0,0,0,0,0,0
1982-09-07,204666,16517,12884,10130,7901,3967,1250,397,0,0,0,0,0,0,0,0,0,0,0
1982-09-08,204666,16751,12910,10073,7713,3711,1235,418,0,0,0,0,0,0,0,0,0,0,0
1982-09-09,204666,15501,12276,9671,7238,2771,928,87,0,0,0,0,0,0,0,0,0,0,0
1982-09-10,204666,14853,11764,8891,5696,2322,774,96,0,0,0,0,0,0,0,0,0,0,0
1982-09-11,204666,14632,11659,8753,5363,2110,735,95,0,0,0,0,0,0,0,0,0,0,0
1982-09-12,204666,14506,11350,8534,5251,2112,732,100,0,0,0,0,0,0,0,0,0,0,0
1982-09-13,204666,14356,10949,8066,3652,1170,148,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-14,204666,13512,9371,5568,2188,950,135,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-15,204666,12861,8824,5204,2221,884,90,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-16,204666,12839,8724,4943,2537,801,53,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-17,204666,12777,8726,4806,2483,648,15,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-18,204666,12359,8484,4830,2293,751,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-19,204666,12396,9112,4945,2301,804,15,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-20,204666,12586,9124,4984,2501,1244,12,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-21,204666,12582,9103,5058,2592,1286,123,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-22,204666,12804,8981,5059,2631,1290,188,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-23,204666,13271,9284,5329,2752,1129,233,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-24,204666,13255,9302,5489,2740,1011,142,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-25,204666,13173,9169,5487,2663,933,91,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-26,204666,12626,8504,5003,2414,785,72,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-27,204666,12223,8407,4893,2202,724,14,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-28,204666,11801,8200,4624,1808,667,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-29,204666,11359,7850,4008,1366,549,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-09-30,204666,10533,6942,2792,1044,129,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-01,204666,10441,6704,2502,974,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-02,204666,7044,2507,1302,512,23,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-03,204666,6317,2655,1389,653,74,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-04,204666,7525,3333,1527,663,68,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-05,204666,7748,3711,1709,723,69,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-06,204666,7893,3635,1607,576,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-07,204666,6665,2397,964,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-08,204666,5043,1903,798,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-09,204666,4178,1719,786,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-10,204666,3898,1570,769,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-11,204666,3856,1491,731,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-12,204666,3748,1452,722,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-13,204666,4863,2037,875,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-14,204666,5015,2102,920,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-15,204666,4992,2907,1462,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-16,204666,5064,2946,1376,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-17,204666,5016,2980,1429,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-18,204666,5027,2966,1765,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982-10-19,204666,4433,2801,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
